# SPDX-FileCopyrightText: © 2026 OpenCHAMI a Series of LF Projects, LLC
# SPDX-License-Identifier: MIT
source	start	end	statements	category	classification	rationale
cmd/cloud_init/service/status.go	33.5	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	39.5	40.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	47.9	48.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	54.8	55.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	61.7	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	74.7	75.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	85.6	86.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/status.go	88.6	89.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/cloud_init/service/version.go	30.5	31.1	1	2	reachable but low-risk	low-risk completion, command wiring, or informational output
cmd/cloud_init/service/version.go	36.5	37.1	1	2	reachable but low-risk	low-risk completion, command wiring, or informational output
cmd/cloud_init/service/version.go	47.5	48.1	1	2	reachable but low-risk	low-risk completion, command wiring, or informational output
cmd/cloud_init/service/version.go	50.5	51.1	1	2	reachable but low-risk	low-risk completion, command wiring, or informational output
cmd/config/cluster/delete.go	39.5	40.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	46.11	46.79	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	48.5	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	56.5	57.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	61.5	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	82.5	83.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	86.5	87.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/delete.go	91.5	92.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	61.5	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	68.11	68.62	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	70.5	71.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	72.5	73.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	78.6	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	82.6	83.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	92.5	93.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/set.go	95.5	96.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	43.5	44.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	50.5	51.19	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	52.6	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	55.5	56.19	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	57.6	58.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	62.6	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	65.5	66.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	74.6	75.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	80.6	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	98.6	98.19	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	99.7	100.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	101.6	101.96	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/show.go	106.6	107.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/unset.go	39.5	40.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/unset.go	46.11	46.62	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/unset.go	48.5	49.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/cluster/unset.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/set.go	52.5	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/set.go	60.11	60.81	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/set.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/set.go	64.5	65.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/set.go	75.6	76.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/set.go	79.6	80.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	44.5	45.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	51.5	52.19	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	53.6	54.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	56.5	57.19	2	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	58.6	59.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	63.6	64.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	78.6	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/show.go	84.6	85.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/unset.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/unset.go	57.11	57.70	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/unset.go	59.5	60.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/unset.go	61.5	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/config/unset.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	144.5	145.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	155.5	156.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	161.5	162.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	197.6	198.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	208.6	209.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	213.6	214.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	234.6	235.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	241.6	242.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	246.6	247.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	269.6	270.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	333.8	334.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	340.8	341.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	358.9	359.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	382.9	383.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	389.9	390.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	429.8	430.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/discover/static/static.go	436.8	437.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/add.go	42.5	43.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/add.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/add.go	63.5	64.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/add.go	174.5	175.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/delete.go	29.3	30.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/delete.go	37.4	38.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/delete.go	90.5	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/get.go	32.5	33.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/get.go	43.5	44.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/get.go	52.6	53.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/get.go	59.5	60.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/list.go	27.5	28.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/list.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/patch.go	67.5	68.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/patch.go	84.6	85.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/patch.go	89.6	90.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/patch.go	96.7	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/patch.go	100.7	101.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/patch.go	113.5	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/set.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/set.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/set.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/set.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/set.go	80.3	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/defaults/set.go	134.5	135.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/add.go	34.3	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/add.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/add.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/add.go	67.5	68.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/add.go	179.5	180.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/add.go	185.5	186.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/delete.go	29.3	30.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/delete.go	37.4	38.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/delete.go	90.5	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/delete.go	96.5	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/get.go	35.5	36.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/get.go	41.5	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/get.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/get.go	55.6	56.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/get.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/list.go	27.5	28.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/list.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	67.5	68.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	73.5	74.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	78.5	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	84.6	85.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	89.6	90.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	96.7	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	100.7	101.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/patch.go	113.5	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	32.3	33.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	80.3	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	131.5	132.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/group/set.go	137.5	138.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/add.go	33.3	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/add.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/add.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/add.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/add.go	159.5	160.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/add.go	165.5	166.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/delete.go	29.3	30.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/delete.go	37.4	38.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/delete.go	90.5	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/delete.go	96.5	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/get.go	35.5	36.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/get.go	41.5	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/get.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/get.go	55.6	56.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/get.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/list.go	27.5	28.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/list.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	67.5	68.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	73.5	74.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	78.5	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	84.6	85.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	89.6	90.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	96.7	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	100.7	101.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/patch.go	113.5	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	32.3	33.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	80.3	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	131.5	132.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/instance/set.go	137.5	138.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/add.go	33.3	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/add.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/add.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/add.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/add.go	173.5	174.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/add.go	179.5	180.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/delete.go	29.3	30.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/delete.go	37.4	38.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/delete.go	90.5	91.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/delete.go	96.5	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/get.go	35.5	36.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/get.go	41.5	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/get.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/get.go	55.6	56.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/get.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/list.go	27.5	28.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/list.go	50.5	51.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	67.5	68.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	73.5	74.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	78.5	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	84.6	85.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	89.6	90.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	96.7	97.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	100.7	101.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/patch.go	113.5	114.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	32.3	33.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	62.5	63.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	80.3	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	139.5	140.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/peer/set.go	145.5	146.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/service/status.go	27.5	28.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/service/status.go	33.5	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/metadata/service/status.go	45.5	46.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	59.3	59.51	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	60.4	61.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	62.3	62.89	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	101.5	102.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	107.5	108.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	127.6	128.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	145.5	146.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	148.5	149.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	151.5	152.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	167.5	168.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/service/status.go	170.5	171.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/list.go	116.5	117.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/list.go	139.5	140.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/list.go	145.5	146.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/list.go	148.5	149.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/show.go	40.5	41.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/show.go	51.5	52.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/show.go	57.5	58.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/show.go	64.5	65.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/show.go	75.5	76.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/status/show.go	78.5	79.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/abort.go	36.5	37.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/abort.go	47.5	48.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/abort.go	59.5	60.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/abort.go	65.5	66.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/abort.go	68.5	69.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/list.go	34.5	35.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/list.go	63.5	64.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/list.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/monitor.go	74.3	75.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/monitor.go	116.5	117.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/monitor.go	121.5	122.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/show.go	36.5	37.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/show.go	47.5	48.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/show.go	66.5	67.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/show.go	69.5	70.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/start.go	61.3	62.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/start.go	74.3	75.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/start.go	80.3	81.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/start.go	83.3	84.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/pcs/transition/start.go	104.5	105.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/connect.go	28.5	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/connect.go	33.5	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/connect.go	39.5	40.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/list.go	28.5	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/list.go	33.5	34.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/list.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/list.go	49.5	50.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/show.go	31.5	32.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/show.go	36.5	37.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/show.go	41.5	42.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/show.go	46.5	47.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/show.go	53.5	54.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/console/show.go	57.5	58.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
cmd/rcs/service/status.go	28.5	29.1	1	1	reachable and behaviorally important	reachable command, configuration, or client behavior
